Age Gender University_GPA Field_of_Study Internships_Completed Soft_Skills_Score Networking_Score Job_Offers Starting_Salary Career_Satisfaction
29 Male 2.58 Law 4 9 4 3 44000.0 6
25 Male 3.45 Mathematics 2 9 4 0 62300.0 4
20 Female 3.46 Law 0 5 7 3 25000.0 2
19 Female 2.44 Mathematics 1 4 7 5 54000.0 10
28 Male 3.81 Law 0 1 8 1 70200.0 4
21 Male 2.98 Arts 1 6 10 1 50200.0 8
20 Male 3.36 Engineering 3 7 7 2 58500.0 6
18 Female 2.29 Business 4 7 8 3 39400.0 1
20 Female 2.52 Law 3 1 8 3 60800.0 5
29 Female 3.17 Business 0 6 7 0 48700.0 6
19 Female 2.64 Computer Science 0 8 1 1 41500.0 4
25 Female 3.0 Medicine 1 3 4 2 50900.0 4
23 Female 2.75 Law 0 1 3 2 62600.0 3
26 Female 3.28 Business 4 7 9 0 48400.0 10
25 Male 2.97 Computer Science 0 4 10 0 47500.0 10
27 Other 2.01 Arts 3 5 8 5 49300.0 6
20 Male 3.3 Medicine 4 2 9 2 54100.0 9
22 Male 2.84 Mathematics 0 7 5 0 53100.0 7
24 Female 2.68 Engineering 2 1 5 5 52900.0 9
22 Male 2.19 Law 2 4 10 3 31700.0 6
25 Female 2.44 Law 3 8 5 2 47800.0 2
29 Female 2.45 Engineering 1 7 2 4 68900.0 6
22 Male 3.87 Mathematics 1 7 7 1 58700.0 7
18 Female 2.87 Arts 0 7 8 1 68100.0 2
22 Male 2.08 Medicine 4 5 5 4 56200.0 1
21 Male 2.28 Law 1 10 8 4 53300.0 6
23 Female 2.16 Business 2 3 6 3 71600.0 8
20 Female 3.18 Mathematics 1 10 4 2 43400.0 6
28 Female 2.37 Medicine 2 7 7 0 42500.0 8
22 Male 3.0 Computer Science 1 8 8 1 76000.0 6
19 Female 2.74 Mathematics 3 7 9 4 63600.0 6
28 Male 3.61 Law 4 6 5 2 45800.0 8
23 Female 2.64 Arts 0 9 9 0 40500.0 3
29 Male 2.92 Mathematics 2 6 8 1 34500.0 3
23 Female 3.44 Business 1 5 1 2 45200.0 6
22 Male 2.87 Medicine 0 6 8 1 63800.0 4
23 Male 3.59 Mathematics 2 10 8 3 25000.0 7
28 Female 3.32 Medicine 2 4 7 1 66400.0 7
24 Female 2.82 Business 3 6 1 3 60600.0 9
29 Female 3.01 Computer Science 1 4 6 3 34500.0 2
22 Female 3.93 Computer Science 0 5 2 3 50900.0 2
18 Female 3.32 Mathematics 1 6 6 0 42400.0 6
25 Female 3.81 Medicine 1 1 2 5 36400.0 9
21 Male 2.36 Engineering 4 6 2 0 54400.0 7
26 Female 2.97 Business 2 6 7 3 58100.0 6
27 Male 3.82 Law 2 1 10 2 61500.0 5
29 Female 2.65 Mathematics 4 7 1 5 25000.0 8
23 Female 3.94 Computer Science 4 10 5 5 43400.0 2
18 Female 2.19 Law 1 5 1 3 59300.0 3
20 Female 3.81 Computer Science 2 8 9 2 64600.0 6
20 Female 2.89 Computer Science 0 5 5 1 53800.0 1
27 Female 2.15 Arts 3 10 5 0 66200.0 8
29 Male 3.76 Mathematics 4 5 4 2 52900.0 9
29 Female 2.5 Law 0 2 3 5 57900.0 2
21 Male 2.04 Engineering 0 4 8 2 37500.0 9
23 Female 2.27 Computer Science 1 4 7 2 60900.0 5
24 Male 3.32 Engineering 4 10 9 4 30400.0 8
27 Male 3.96 Medicine 0 10 6 0 34600.0 1
21 Male 2.22 Medicine 3 8 1 4 38500.0 1
23 Male 2.92 Arts 0 3 5 1 75200.0 4
28 Female 2.36 Engineering 3 1 5 2 44600.0 1
18 Male 3.49 Business 3 7 7 0 56700.0 1
25 Female 2.24 Arts 3 9 10 5 58400.0 5
24 Male 2.48 Computer Science 4 6 1 0 58000.0 2
28 Female 2.39 Medicine 3 2 1 0 34800.0 4
28 Female 3.11 Mathematics 4 2 6 2 55500.0 8
26 Female 3.75 Medicine 0 1 6 5 35500.0 6
20 Female 3.02 Business 3 6 9 3 25300.0 2
19 Male 2.12 Arts 2 8 3 3 75500.0 3
18 Female 3.13 Engineering 0 1 5 3 46300.0 2
20 Male 3.6 Mathematics 2 1 5 4 47000.0 4
22 Female 2.26 Medicine 2 1 1 2 66000.0 5
28 Female 2.15 Computer Science 1 10 6 1 62600.0 9
19 Male 2.38 Business 4 5 4 4 41400.0 7
29 Female 3.49 Business 1 7 6 0 55400.0 8
20 Female 3.18 Law 4 4 8 3 58800.0 7
21 Male 3.08 Business 1 1 8 0 31500.0 10
24 Male 2.5 Computer Science 0 1 3 4 40000.0 8
20 Male 2.66 Business 2 10 9 5 46400.0 5
26 Female 3.93 Engineering 0 3 4 3 51700.0 3
25 Female 2.48 Law 4 5 1 2 71000.0 7
21 Male 3.8 Engineering 2 5 9 3 41200.0 1
18 Male 3.16 Mathematics 2 9 5 3 73500.0 3
18 Female 2.25 Arts 4 9 8 5 58600.0 7
18 Female 2.93 Arts 0 9 7 3 27300.0 4
18 Male 3.9 Mathematics 2 8 5 4 56300.0 7
25 Male 2.84 Mathematics 0 9 8 3 73300.0 10
20 Female 3.73 Engineering 0 8 1 5 48600.0 10
23 Male 2.51 Computer Science 0 8 4 4 40500.0 6
20 Male 3.14 Law 2 8 5 0 43000.0 4
28 Female 3.69 Arts 3 8 4 2 58900.0 7
22 Female 3.84 Business 1 5 6 3 30800.0 8
24 Male 2.97 Mathematics 4 10 9 4 78000.0 8
19 Male 3.28 Engineering 0 3 1 3 68200.0 7
23 Male 2.01 Medicine 2 4 10 3 62000.0 2
23 Male 2.51 Computer Science 4 9 2 5 34300.0 8
28 Female 2.56 Computer Science 3 7 1 3 73700.0 5
20 Male 2.19 Engineering 3 9 7 1 70800.0 9
23 Female 2.56 Medicine 2 7 2 2 73700.0 6
27 Female 2.64 Computer Science 0 8 9 2 56800.0 4
27 Male 3.94 Law 3 3 8 4 52500.0 9
22 Male 3.34 Arts 3 8 10 0 56400.0 1
29 Female 2.85 Law 3 4 1 0 59600.0 4
19 Female 3.98 Medicine 2 6 3 0 71700.0 5
26 Female 2.31 Law 4 1 6 3 32000.0 4
25 Male 2.95 Business 1 2 3 5 55900.0 9
20 Female 3.29 Mathematics 2 7 9 4 60100.0 1
25 Female 2.11 Mathematics 0 6 10 3 68100.0 3
26 Female 3.43 Arts 2 10 10 5 48000.0 9
20 Male 2.2 Medicine 2 5 2 1 53800.0 7
20 Female 2.28 Engineering 1 7 6 4 50800.0 5
19 Female 2.32 Computer Science 1 2 2 4 57000.0 6
25 Male 3.86 Arts 1 10 3 5 44100.0 4
27 Female 3.37 Engineering 4 4 10 4 62300.0 5
18 Male 3.31 Medicine 2 5 9 5 58500.0 8
25 Male 3.11 Business 0 8 9 1 30800.0 5
24 Male 2.59 Computer Science 1 6 2 4 35000.0 10
24 Female 3.24 Computer Science 1 6 8 5 49800.0 2
20 Male 2.82 Arts 2 5 3 5 98900.0 8
18 Male 2.29 Engineering 0 10 2 1 48300.0 3
21 Female 3.38 Mathematics 1 5 10 0 37200.0 5
26 Male 2.26 Medicine 2 1 8 5 41900.0 6
22 Female 2.38 Medicine 3 4 3 5 60100.0 1
18 Female 3.64 Engineering 4 9 8 4 76500.0 3
22 Female 3.32 Computer Science 2 2 6 3 42800.0 1
25 Female 3.26 Engineering 1 6 1 2 55300.0 7
25 Female 2.84 Law 0 2 2 1 44300.0 2
22 Male 2.79 Mathematics 3 9 2 0 61900.0 10
29 Female 3.38 Medicine 0 5 7 0 44300.0 7
26 Male 3.48 Engineering 0 9 6 2 64000.0 3
18 Female 3.02 Computer Science 0 10 2 4 25000.0 3
21 Male 3.94 Arts 2 5 1 3 61700.0 1
20 Female 3.91 Law 2 9 5 2 48200.0 7
19 Female 2.82 Computer Science 4 2 2 4 59700.0 8
25 Female 3.64 Business 3 7 10 5 50200.0 4
24 Male 3.09 Business 0 8 10 4 32500.0 9
26 Male 3.02 Engineering 1 3 6 1 53200.0 4
19 Female 2.11 Mathematics 0 1 2 3 62300.0 10
21 Female 3.15 Mathematics 3 2 9 3 54000.0 5
23 Male 3.8 Computer Science 0 10 5 1 28400.0 6
28 Other 3.56 Computer Science 2 5 7 4 53300.0 9
20 Female 3.57 Medicine 2 9 4 4 57800.0 9
25 Male 2.32 Arts 3 5 2 3 43900.0 8
20 Female 2.72 Law 4 1 3 3 25000.0 10
29 Female 2.47 Computer Science 0 1 5 3 42700.0 2
19 Male 2.63 Law 3 2 1 3 31100.0 10
20 Male 3.16 Engineering 1 1 4 4 48500.0 10
28 Female 2.73 Medicine 1 8 4 3 31200.0 1
23 Female 3.12 Mathematics 4 2 2 5 30600.0 2
19 Male 2.88 Law 2 8 9 4 61600.0 6
25 Female 2.57 Law 3 5 6 1 52400.0 7
18 Female 2.19 Law 0 1 9 5 57400.0 6
24 Female 3.78 Law 3 4 6 0 41400.0 1
19 Male 2.02 Law 4 2 2 1 42800.0 1
27 Female 2.0 Mathematics 3 6 1 1 40400.0 1
29 Male 3.65 Medicine 4 5 4 2 42400.0 1
23 Male 3.99 Engineering 4 9 1 1 43100.0 10
29 Male 3.45 Law 4 3 8 2 35100.0 10
19 Female 2.03 Law 3 5 1 2 39300.0 1
19 Female 2.45 Engineering 1 10 5 2 52900.0 2
27 Male 3.94 Computer Science 0 7 9 5 35000.0 2
25 Female 3.62 Computer Science 4 9 1 1 54900.0 4
29 Male 3.13 Mathematics 2 3 4 0 26500.0 3
19 Male 2.47 Medicine 4 4 8 5 54600.0 4
24 Other 2.03 Medicine 3 1 8 2 48900.0 5
20 Female 2.04 Arts 4 2 1 3 54800.0 4
25 Male 3.22 Medicine 2 3 8 3 54800.0 3
24 Female 2.04 Mathematics 1 10 3 4 34700.0 3
25 Male 3.99 Engineering 3 7 7 3 50800.0 4
24 Male 2.37 Law 3 7 10 3 33100.0 6
28 Female 3.42 Engineering 3 1 1 2 43800.0 7
23 Female 2.31 Mathematics 2 9 5 5 64100.0 4
24 Male 3.08 Arts 3 3 4 1 35300.0 8
22 Female 2.16 Business 1 3 4 5 49200.0 6
24 Female 3.53 Mathematics 0 2 5 5 37900.0 5
18 Male 3.17 Mathematics 0 3 3 3 54600.0 8
18 Female 2.17 Business 4 6 7 1 63800.0 6
26 Female 3.7 Engineering 0 10 2 0 43000.0 1
22 Female 3.09 Business 2 4 1 5 53200.0 1
22 Female 3.84 Mathematics 0 2 6 5 46700.0 10
20 Female 3.83 Mathematics 2 8 1 3 35400.0 10
22 Male 3.84 Business 2 1 7 0 55300.0 6
20 Female 2.16 Mathematics 4 10 8 0 57300.0 8
26 Female 2.24 Arts 0 8 2 4 35200.0 9
26 Male 3.98 Mathematics 4 2 4 1 63000.0 4
23 Female 2.98 Mathematics 3 9 7 1 69100.0 7
18 Female 2.48 Law 1 4 6 4 36600.0 9
24 Female 3.54 Medicine 0 4 2 2 70700.0 8
24 Male 2.53 Medicine 3 7 4 4 50100.0 8
27 Male 3.45 Business 3 3 3 5 49000.0 1
27 Female 3.67 Computer Science 4 10 9 4 74900.0 10
21 Male 3.57 Arts 4 3 6 4 62600.0 6
25 Female 2.55 Law 1 4 2 0 40600.0 9
23 Male 2.8 Law 1 10 2 1 42400.0 8
21 Male 2.83 Business 1 3 3 2 54900.0 2
21 Male 2.98 Computer Science 1 10 5 3 54700.0 5
19 Male 2.33 Computer Science 4 8 6 3 49400.0 4
19 Female 2.9 Law 2 9 5 3 39400.0 8
29 Male 3.02 Arts 4 5 1 2 41800.0 9
21 Male 3.06 Medicine 2 3 1 3 49600.0 3
22 Male 3.64 Law 4 7 7 2 26200.0 9
25 Female 3.03 Mathematics 4 3 10 3 57500.0 1
23 Male 2.46 Law 1 6 7 3 53900.0 7
21 Female 3.33 Mathematics 2 4 10 2 36000.0 8
28 Female 3.59 Engineering 3 7 6 1 57300.0 6
24 Female 2.64 Computer Science 3 6 9 5 25000.0 4
25 Female 3.29 Engineering 3 7 2 5 55500.0 4
19 Female 2.29 Engineering 1 4 1 2 63500.0 7
29 Female 2.68 Arts 3 6 6 2 55900.0 10
24 Male 3.82 Law 4 10 6 4 59000.0 6
19 Male 3.82 Medicine 1 7 9 0 60000.0 4
19 Male 3.15 Mathematics 3 10 10 0 55900.0 5
25 Female 3.4 Mathematics 1 8 1 1 49200.0 10
19 Other 3.71 Arts 4 10 1 1 45200.0 4
28 Female 3.92 Computer Science 1 9 10 1 67200.0 1
26 Male 2.98 Medicine 3 3 6 0 59100.0 4
29 Female 3.12 Law 1 5 5 1 67800.0 6
18 Male 2.83 Business 0 10 6 5 64900.0 2
26 Male 2.14 Medicine 3 3 6 1 32400.0 7
18 Male 2.85 Mathematics 4 5 4 2 40000.0 9
27 Male 3.58 Arts 2 2 10 5 25000.0 10
27 Female 3.61 Arts 1 3 8 5 26600.0 2
19 Male 3.78 Engineering 1 7 5 2 25000.0 7
23 Male 2.1 Law 3 8 6 0 25000.0 2
23 Female 3.05 Business 3 5 2 2 46400.0 9
18 Female 2.21 Law 0 3 1 1 67600.0 1
24 Female 2.4 Medicine 4 4 8 2 55300.0 4
25 Male 3.8 Business 1 3 6 5 60400.0 2
19 Female 2.99 Law 1 3 9 4 50800.0 1
25 Female 3.52 Engineering 2 9 5 2 52200.0 2
26 Male 2.13 Business 1 4 8 0 61700.0 10
23 Female 2.83 Business 1 6 7 1 47600.0 6
22 Male 3.35 Medicine 0 3 10 5 51900.0 5
29 Male 2.27 Business 2 8 1 5 43900.0 1
26 Female 2.65 Engineering 1 4 7 1 31700.0 3
29 Female 2.13 Computer Science 1 8 4 0 48100.0 10
28 Male 3.3 Computer Science 4 2 6 2 32400.0 6
26 Female 3.94 Arts 1 9 9 1 63200.0 5
18 Female 3.65 Computer Science 0 2 9 1 57300.0 6
28 Female 3.95 Medicine 1 3 9 4 72300.0 8
20 Male 3.69 Arts 1 3 5 0 38200.0 6
26 Female 3.71 Computer Science 3 5 4 5 29400.0 5
28 Male 3.15 Computer Science 1 3 6 5 27100.0 4
19 Female 3.04 Arts 2 8 10 2 73600.0 5
29 Male 2.81 Medicine 3 10 5 2 44000.0 9
21 Male 3.64 Arts 2 7 10 1 27500.0 10
21 Female 2.36 Mathematics 2 1 5 3 57100.0 6
19 Male 2.11 Mathematics 0 6 8 4 45000.0 5
20 Male 3.9 Medicine 1 2 10 4 35800.0 8
20 Male 2.01 Medicine 2 8 5 4 72300.0 5
18 Female 3.95 Law 1 10 1 5 47900.0 5
23 Male 3.46 Engineering 1 8 5 1 58500.0 8
25 Female 2.66 Computer Science 0 7 5 0 56500.0 9
29 Male 3.4 Law 0 8 5 0 90700.0 8
20 Male 3.64 Computer Science 2 1 3 4 47000.0 9
22 Male 2.49 Law 2 8 9 5 35000.0 9
18 Female 3.54 Business 3 1 5 3 39800.0 8
27 Male 3.61 Mathematics 1 3 2 5 64800.0 7
24 Male 2.5 Arts 1 4 5 3 53800.0 7
27 Other 2.08 Law 0 3 9 2 42900.0 1
18 Female 2.41 Mathematics 0 2 8 3 55100.0 7
29 Male 2.4 Engineering 2 3 6 4 69900.0 10
28 Male 2.13 Computer Science 3 9 9 2 74900.0 6
26 Female 3.45 Business 3 2 7 4 55500.0 1
25 Male 2.76 Engineering 0 5 2 5 67000.0 10
24 Male 3.77 Medicine 0 3 1 5 28700.0 10
27 Female 2.5 Computer Science 3 9 3 0 59300.0 8
24 Female 2.91 Mathematics 3 7 4 4 47300.0 9
22 Female 3.28 Law 2 10 9 2 32800.0 2
22 Male 3.75 Arts 3 3 5 4 36000.0 4
28 Male 3.05 Engineering 1 2 2 1 37800.0 7
22 Female 2.75 Mathematics 3 2 10 5 54400.0 1
18 Male 3.73 Business 4 5 5 2 33400.0 8
25 Female 2.62 Arts 3 9 2 3 60600.0 9
29 Female 2.16 Medicine 0 2 9 0 64500.0 8
28 Male 2.89 Arts 0 2 6 3 48200.0 2
18 Female 3.57 Mathematics 4 8 5 4 46900.0 8
21 Female 2.06 Mathematics 1 3 2 3 52300.0 8
26 Female 3.17 Business 3 3 7 2 42600.0 2
26 Male 3.19 Medicine 3 6 7 1 71900.0 9
22 Male 3.86 Business 4 6 2 3 25000.0 1
21 Female 2.57 Mathematics 2 6 10 4 44200.0 7
20 Male 2.56 Computer Science 2 5 6 3 26500.0 2
20 Other 2.88 Business 1 4 10 3 58600.0 8
29 Male 2.71 Arts 3 9 10 2 53200.0 8
22 Female 3.47 Mathematics 3 4 3 4 61300.0 4
27 Male 3.28 Computer Science 3 1 8 4 52400.0 8
18 Female 3.52 Computer Science 0 8 5 1 55900.0 5
22 Male 3.64 Engineering 2 8 8 2 36900.0 9
23 Male 3.85 Arts 4 3 7 5 52200.0 1
24 Male 2.86 Arts 0 9 8 2 38300.0 5
29 Female 3.97 Medicine 0 7 1 0 59200.0 9
26 Male 2.43 Business 2 7 6 1 35800.0 6
20 Female 3.43 Law 3 5 3 1 42300.0 4
19 Female 3.07 Business 1 3 5 4 48700.0 1
20 Male 3.63 Arts 4 10 2 4 73000.0 10
29 Female 2.95 Business 2 5 4 1 50500.0 6
26 Male 3.57 Arts 1 3 6 2 80300.0 7
29 Other 3.86 Mathematics 2 3 1 0 70700.0 7
24 Female 3.46 Computer Science 2 1 2 4 45400.0 9
26 Male 3.55 Business 2 4 2 0 56100.0 4
19 Male 2.13 Mathematics 2 9 9 1 58300.0 4
22 Male 2.41 Business 3 6 5 2 25000.0 5
21 Other 3.95 Arts 0 6 5 0 25000.0 9
19 Male 3.39 Mathematics 2 6 6 5 56700.0 2
26 Female 3.12 Arts 1 5 10 3 57700.0 4
26 Male 2.73 Medicine 1 2 3 1 52300.0 9
23 Female 2.09 Business 1 5 9 2 33300.0 6
28 Male 2.74 Engineering 0 10 3 1 86200.0 6
23 Female 3.0 Arts 0 3 4 1 58500.0 7
25 Female 2.42 Engineering 1 10 9 0 65300.0 5
23 Female 2.35 Computer Science 3 2 10 0 64000.0 4
18 Male 3.02 Computer Science 0 4 8 3 52200.0 3
21 Male 3.17 Engineering 0 10 6 4 51300.0 2
24 Male 2.48 Law 3 9 8 3 63600.0 7
19 Female 3.17 Computer Science 2 7 1 5 42200.0 5
26 Male 3.8 Engineering 0 10 4 2 64600.0 1
25 Female 2.95 Medicine 1 9 10 2 52600.0 4
25 Male 3.71 Medicine 1 3 4 1 58900.0 9
24 Female 3.85 Computer Science 3 2 2 0 52700.0 8
21 Female 2.18 Mathematics 1 9 2 1 36700.0 7
19 Female 2.19 Engineering 4 6 10 4 47500.0 5
20 Male 2.95 Engineering 1 10 9 1 68300.0 1
29 Male 3.18 Engineering 3 4 6 5 59700.0 5
23 Male 2.85 Law 3 4 7 2 66600.0 8
29 Male 2.65 Computer Science 3 10 4 5 64100.0 4
29 Female 3.28 Law 4 10 3 2 41500.0 5
22 Female 2.0 Engineering 0 6 3 5 26600.0 8
29 Female 3.94 Arts 2 7 5 3 62700.0 5
25 Male 2.46 Engineering 1 10 6 5 47500.0 4
23 Female 3.83 Arts 0 5 2 1 60400.0 4
23 Female 2.22 Medicine 3 8 7 0 71000.0 6
18 Female 2.48 Arts 0 10 7 4 44700.0 10
21 Male 2.47 Medicine 0 1 1 4 38600.0 1
22 Male 3.99 Computer Science 4 1 7 5 34700.0 4
29 Male 2.01 Mathematics 3 4 4 0 49700.0 1
28 Female 3.28 Mathematics 3 8 4 4 28800.0 6
20 Female 3.74 Law 1 8 3 5 55300.0 8
26 Male 3.34 Law 1 6 9 5 56000.0 4
18 Male 2.73 Medicine 1 5 3 0 55900.0 8
23 Female 3.92 Medicine 1 10 4 0 25000.0 2
23 Female 3.79 Engineering 0 10 3 3 67900.0 5
27 Male 2.87 Business 0 2 8 5 51900.0 3
22 Female 3.15 Medicine 1 5 8 1 43200.0 7
29 Other 3.94 Arts 1 5 10 2 59700.0 9
22 Female 3.97 Computer Science 1 2 8 2 59500.0 1
27 Male 2.9 Law 2 8 5 5 32800.0 8
22 Female 3.69 Arts 1 10 7 1 49300.0 4
23 Female 2.6 Law 2 5 3 4 41000.0 10
25 Male 2.74 Computer Science 1 5 8 0 43700.0 5
19 Female 2.33 Arts 3 1 10 2 57800.0 1
23 Female 2.42 Law 4 1 2 3 36900.0 5
18 Female 3.31 Medicine 0 1 8 4 58300.0 9
21 Male 3.02 Business 3 8 6 3 36100.0 8
27 Female 2.46 Medicine 4 10 2 2 68100.0 8
20 Female 2.81 Mathematics 2 2 6 1 40200.0 6
26 Male 2.75 Law 0 8 10 1 84400.0 9
20 Female 3.97 Engineering 2 6 2 3 62200.0 4
23 Female 3.71 Arts 2 5 3 5 47100.0 6
18 Female 2.78 Business 0 6 5 4 35700.0 3
29 Male 3.83 Arts 4 4 1 2 57800.0 2
23 Female 2.69 Engineering 0 3 9 0 65200.0 9
21 Male 3.34 Engineering 1 4 10 1 59300.0 5
25 Male 3.93 Engineering 2 9 3 3 41300.0 2
28 Female 2.78 Law 1 8 1 2 71400.0 5
26 Male 3.36 Medicine 0 8 6 4 54400.0 6
21 Female 2.59 Law 0 1 1 5 40200.0 8
27 Male 2.53 Medicine 4 5 3 0 83200.0 5
29 Male 3.15 Business 2 6 7 0 59800.0 2
27 Male 3.96 Engineering 3 9 4 5 56100.0 7
23 Other 2.91 Mathematics 0 10 9 1 42700.0 5
18 Female 3.88 Medicine 3 10 7 0 49500.0 2
21 Female 3.83 Computer Science 2 6 5 2 37800.0 6
24 Male 2.51 Mathematics 1 1 9 1 52800.0 7
29 Male 2.8 Computer Science 2 1 3 1 58200.0 8
18 Other 3.29 Medicine 4 7 8 1 25000.0 3
25 Male 3.04 Mathematics 3 3 8 5 30700.0 4
29 Male 2.19 Mathematics 3 7 4 2 36300.0 6
27 Female 3.99 Business 1 5 1 3 27400.0 3
29 Male 3.51 Arts 1 1 4 0 37600.0 6
28 Female 2.88 Law 0 8 9 0 72100.0 9
23 Female 3.24 Engineering 2 9 10 3 67100.0 5
22 Male 2.18 Medicine 4 6 1 1 40700.0 2
27 Male 2.99 Business 0 2 3 4 58300.0 10
28 Male 3.86 Mathematics 2 9 8 2 32700.0 2
26 Female 3.79 Law 1 2 3 1 79300.0 7
19 Female 2.67 Arts 4 6 2 1 47000.0 4
22 Male 3.06 Business 1 10 1 1 25000.0 9
23 Male 3.39 Arts 1 4 9 0 83500.0 9
24 Female 2.68 Computer Science 3 6 10 5 45500.0 6
22 Female 2.13 Law 2 4 3 5 80500.0 10
26 Male 3.01 Law 0 3 7 5 63800.0 5
18 Male 3.2 Arts 3 8 10 0 54400.0 7
24 Male 2.01 Computer Science 2 5 3 5 25000.0 5
27 Female 2.19 Engineering 2 1 8 4 51600.0 9
24 Other 2.41 Medicine 2 8 9 2 26600.0 9
21 Male 2.7 Mathematics 4 3 8 1 45000.0 7
26 Female 3.08 Computer Science 3 4 5 5 52400.0 4
29 Male 2.59 Business 0 9 10 0 69900.0 1
28 Male 2.55 Arts 3 3 2 3 41000.0 4
22 Male 3.74 Law 1 5 6 0 82300.0 3
21 Female 2.29 Business 2 8 8 1 27000.0 1
24 Female 2.99 Law 1 6 2 1 37800.0 10
21 Female 3.91 Computer Science 3 3 6 0 52700.0 4
20 Male 3.25 Law 0 8 7 3 25000.0 7
26 Male 3.43 Mathematics 1 5 9 3 32300.0 2
28 Male 2.86 Law 1 6 9 1 57000.0 7
25 Female 2.04 Mathematics 4 3 2 0 64000.0 6
18 Male 3.29 Law 3 8 1 2 35400.0 9
24 Female 3.26 Law 1 4 7 2 42100.0 2
26 Male 2.22 Mathematics 3 9 6 1 57600.0 6
25 Male 2.92 Mathematics 0 5 10 3 25000.0 6
25 Male 3.83 Business 1 1 10 2 47300.0 6
23 Male 2.41 Arts 0 9 10 0 46500.0 3
28 Male 2.92 Medicine 1 8 4 4 76500.0 6
21 Male 2.92 Business 2 5 9 4 58000.0 9
25 Female 3.62 Engineering 4 3 1 3 50300.0 3
20 Female 3.65 Arts 4 9 7 5 61500.0 2
26 Male 3.52 Arts 4 7 5 4 53300.0 8
19 Male 2.73 Mathematics 0 8 5 0 36000.0 3
19 Male 2.14 Engineering 3 3 6 5 60800.0 5
29 Male 2.7 Mathematics 4 6 2 1 62900.0 5
29 Male 3.36 Mathematics 1 4 3 1 45200.0 2
24 Female 3.41 Computer Science 1 3 9 0 53000.0 2
29 Male 3.93 Engineering 2 4 4 1 79300.0 6
27 Male 2.91 Computer Science 0 2 6 0 53100.0 2
21 Male 3.26 Medicine 1 5 3 0 46900.0 6
27 Male 3.08 Computer Science 1 8 3 4 34900.0 7
25 Female 2.3 Mathematics 2 5 9 5 36500.0 4
26 Male 2.92 Medicine 2 2 9 4 51400.0 10
24 Male 3.09 Medicine 3 7 3 3 40600.0 4
22 Female 3.9 Law 3 8 3 4 59000.0 3
25 Male 2.73 Law 3 4 6 1 43700.0 1
21 Female 3.96 Engineering 1 3 1 5 93000.0 4
19 Female 3.08 Mathematics 2 8 5 4 53500.0 3
28 Male 2.48 Medicine 0 10 9 0 26300.0 8
29 Female 2.38 Mathematics 3 2 9 4 52800.0 5
23 Male 2.28 Computer Science 4 7 8 1 44400.0 7
26 Female 2.91 Business 1 10 6 3 60800.0 3
18 Male 2.04 Law 0 8 9 5 50100.0 3
28 Male 2.89 Arts 1 5 3 2 56200.0 6
27 Female 3.98 Arts 3 7 9 5 90700.0 10
29 Female 3.34 Computer Science 1 9 8 0 46800.0 4
24 Other 3.52 Law 3 8 1 1 61000.0 8
27 Female 2.24 Business 1 5 9 1 66600.0 3
26 Male 2.95 Mathematics 3 4 8 2 54700.0 5
27 Male 2.57 Medicine 2 3 8 3 25800.0 1
26 Male 3.79 Law 2 6 6 0 61700.0 1
27 Male 2.36 Computer Science 2 4 9 3 25000.0 8
28 Male 2.92 Mathematics 2 4 8 2 75600.0 7
20 Female 3.18 Medicine 2 7 2 0 30400.0 1
28 Male 3.03 Law 4 10 6 4 79400.0 6
22 Male 3.66 Engineering 1 5 8 3 51300.0 2
25 Male 2.46 Business 2 1 6 4 63100.0 1
25 Female 2.75 Arts 4 5 9 0 57700.0 10
21 Female 3.58 Computer Science 4 6 5 2 64600.0 5
29 Female 3.06 Arts 1 1 8 4 25000.0 5
28 Male 2.8 Mathematics 1 3 10 4 40400.0 2
28 Female 2.06 Medicine 3 6 2 1 56100.0 5
18 Male 3.51 Medicine 3 7 5 0 50800.0 7
18 Female 3.94 Engineering 2 7 1 5 44000.0 4
21 Female 3.24 Medicine 0 7 5 2 52900.0 2
23 Male 3.71 Medicine 3 9 7 1 46700.0 5
25 Female 3.03 Mathematics 0 2 1 3 83100.0 6
23 Female 2.46 Arts 3 3 10 2 70100.0 8
29 Male 2.03 Arts 4 7 3 1 72300.0 9
26 Female 3.31 Computer Science 4 6 6 3 77100.0 10
26 Male 2.99 Computer Science 4 1 1 2 57400.0 8
19 Male 3.56 Medicine 0 10 3 1 36000.0 7
27 Male 3.39 Law 2 7 8 2 45800.0 9
18 Male 3.98 Business 3 2 9 4 55300.0 9
19 Female 3.02 Computer Science 3 4 7 1 52300.0 6
22 Male 2.85 Medicine 0 7 4 4 30100.0 3
21 Female 2.57 Law 4 4 7 1 55400.0 8
21 Male 2.95 Law 2 6 7 4 33200.0 3
26 Other 3.75 Arts 3 9 7 0 79100.0 1
28 Female 2.08 Law 2 5 8 4 61700.0 4
25 Female 3.96 Engineering 2 3 4 0 47100.0 9
23 Male 3.99 Arts 1 6 4 5 51000.0 8
18 Male 3.2 Arts 2 4 9 2 75900.0 6
19 Male 2.66 Engineering 1 9 8 3 27600.0 3
23 Female 2.45 Mathematics 0 2 4 3 42800.0 3
28 Female 2.55 Mathematics 4 10 6 3 58000.0 7
19 Male 2.1 Arts 1 5 9 0 25000.0 5
27 Male 2.95 Computer Science 2 9 6 3 47900.0 3
22 Female 2.11 Arts 4 10 5 3 43300.0 1
22 Male 3.44 Engineering 2 7 7 4 87000.0 9
