Age Gender University_GPA Internships_Completed Soft_Skills_Score Networking_Score Job_Offers Starting_Salary Career_Satisfaction
28 Female 2.19 2 9 3 3 56200.0 1
28 Female 3.48 1 1 10 4 32700.0 3
26 Male 3.6 1 5 5 2 43300.0 10
28 Female 3.45 1 4 6 5 36900.0 5
26 Female 2.4 0 10 6 2 25000.0 9
22 Female 3.38 2 2 6 3 72000.0 7
27 Female 2.02 4 7 1 1 50400.0 6
21 Female 2.61 4 7 6 5 34300.0 9
28 Male 2.8 4 8 1 5 25000.0 6
23 Female 3.67 3 3 6 5 54800.0 4
29 Male 2.78 1 6 10 3 26500.0 7
24 Female 2.02 1 4 6 5 40000.0 2
22 Male 2.7 1 3 3 3 49300.0 2
28 Male 3.0 3 4 3 0 31400.0 6
27 Male 3.9 2 1 6 4 74800.0 5
26 Female 3.88 0 7 2 0 34600.0 6
20 Male 2.36 1 7 5 3 31400.0 2
24 Male 2.37 2 7 10 0 53400.0 2
27 Female 2.33 4 2 3 2 44700.0 1
27 Male 3.58 0 1 5 3 79000.0 2
28 Female 2.01 4 9 3 2 71100.0 10
22 Female 2.25 2 2 2 2 72500.0 7
24 Female 3.08 2 5 4 4 58200.0 2
19 Male 2.5 4 5 5 2 60100.0 3
21 Female 2.18 0 8 6 0 44400.0 6
19 Male 2.72 4 1 2 0 60100.0 6
29 Male 2.55 4 7 3 5 40100.0 10
24 Male 3.02 4 3 3 1 48000.0 9
19 Female 3.96 0 2 6 4 29200.0 2
28 Male 2.25 3 5 1 5 43400.0 7
18 Female 2.75 0 4 7 5 58400.0 1
26 Female 3.86 4 9 8 5 66400.0 6
18 Female 3.75 1 1 7 1 56800.0 9
25 Male 2.79 1 3 4 2 70600.0 8
19 Other 3.4 2 3 7 5 28700.0 6
29 Female 2.18 3 4 1 3 57900.0 6
25 Female 3.43 2 7 8 0 36800.0 6
20 Male 3.95 2 5 10 3 56300.0 8
23 Female 3.07 1 10 10 1 37800.0 2
20 Male 3.0 0 6 3 5 41500.0 9
24 Male 2.37 2 3 9 1 62800.0 10
27 Male 3.27 2 5 1 0 53700.0 8
26 Female 3.18 3 2 6 5 37500.0 2
19 Male 3.3 1 4 1 1 27400.0 8
29 Male 2.05 0 3 8 3 36800.0 1
29 Female 3.1 3 3 3 1 48900.0 6
22 Female 3.19 0 4 4 3 31800.0 6
23 Male 2.42 0 8 6 5 53700.0 9
21 Female 2.42 2 8 4 2 33500.0 9
21 Male 2.55 3 1 8 5 47100.0 5
21 Male 3.42 2 5 9 4 54900.0 1
19 Male 3.21 4 2 5 0 42700.0 1
21 Female 3.69 0 10 1 1 65900.0 7
28 Male 2.59 3 6 8 5 55500.0 4
18 Male 3.82 1 3 2 0 36100.0 9
29 Male 3.49 2 10 6 1 33000.0 3
23 Female 2.79 4 10 6 2 73300.0 6
18 Male 2.19 4 9 7 3 66500.0 9
27 Male 2.51 4 9 9 0 44700.0 4
23 Male 3.91 2 8 1 2 54300.0 5
18 Male 2.62 1 2 10 2 45700.0 5
23 Female 2.66 3 2 8 4 59800.0 5
27 Female 2.38 0 2 5 2 52500.0 2
25 Male 3.61 1 5 6 4 25000.0 2
28 Male 2.55 2 10 8 2 67100.0 1
19 Male 2.66 3 9 8 3 70300.0 1
19 Male 2.83 0 7 7 2 42900.0 4
29 Male 2.87 3 7 7 5 54700.0 3
21 Female 2.82 0 3 1 3 66300.0 4
28 Other 3.01 0 3 8 1 101000.0 6
20 Other 3.63 4 10 3 2 57900.0 1
21 Female 3.64 2 3 5 2 55200.0 8
29 Female 3.6 1 1 4 1 62900.0 8
24 Female 2.2 4 8 10 4 64400.0 7
28 Male 3.6 4 2 3 3 58000.0 4
18 Female 2.24 3 7 10 1 30700.0 8
23 Male 2.25 0 9 5 1 52700.0 9
20 Female 3.9 0 2 3 5 54400.0 5
28 Female 3.64 3 1 9 0 28000.0 6
27 Male 3.1 2 5 9 1 59500.0 10
24 Male 3.75 0 10 6 4 33100.0 8
27 Female 3.98 4 5 3 4 69800.0 5
19 Male 3.22 4 1 5 4 38000.0 4
19 Female 3.23 0 9 8 3 64200.0 8
21 Female 3.51 0 3 9 3 39700.0 3
18 Female 2.46 2 2 3 2 68900.0 6
20 Female 2.33 0 7 5 1 70800.0 9
26 Male 3.52 2 5 2 5 58500.0 6
24 Male 2.69 4 4 2 4 40600.0 9
24 Female 2.27 2 4 2 1 56300.0 8
28 Female 2.63 0 9 6 2 39100.0 9
21 Female 2.72 1 9 3 2 32900.0 10
19 Male 3.93 0 1 10 4 42300.0 9
21 Male 3.4 1 10 5 1 49200.0 8
23 Other 3.06 4 7 8 2 40500.0 9
28 Male 3.94 3 8 5 0 46000.0 7
28 Female 3.81 4 5 2 3 41600.0 7
20 Male 3.02 4 7 6 1 50200.0 4
18 Female 3.81 4 8 2 4 46600.0 1
29 Female 2.81 2 8 8 2 27200.0 7
25 Female 2.46 4 9 2 2 49400.0 8
29 Male 2.47 3 5 7 2 38000.0 9
22 Female 3.32 0 2 4 3 36400.0 1
22 Female 3.0 1 6 4 1 36300.0 9
28 Male 3.32 4 1 8 2 52600.0 7
21 Female 3.37 1 10 4 5 56000.0 7
23 Female 2.04 4 6 8 3 51900.0 3
20 Female 2.11 2 3 9 0 60900.0 1
26 Female 3.07 1 3 8 1 50000.0 7
22 Male 2.38 4 7 4 4 52000.0 10
20 Male 3.27 4 4 5 1 37200.0 8
28 Male 3.1 3 5 6 2 57400.0 6
18 Female 3.17 3 6 9 4 47800.0 7
27 Female 2.6 3 10 5 5 59400.0 9
29 Female 3.28 2 6 2 1 48600.0 8
23 Male 3.66 1 2 7 4 50000.0 5
19 Male 4.0 2 3 6 1 38200.0 4
20 Female 3.68 0 1 3 5 47600.0 4
18 Male 3.11 4 3 8 0 80500.0 4
26 Male 2.39 4 8 3 0 25000.0 2
25 Female 3.36 4 4 10 0 43200.0 10
29 Male 3.88 3 2 4 1 61700.0 10
19 Male 2.42 4 4 9 4 39300.0 7
29 Male 2.51 3 7 4 0 51700.0 8
28 Male 2.3 0 9 2 3 48500.0 7
25 Other 3.47 2 5 9 3 62800.0 10
29 Male 2.81 2 5 10 0 46300.0 8
26 Male 2.13 2 5 8 0 25300.0 9
18 Male 3.75 3 10 4 2 75300.0 8
22 Female 3.12 1 9 6 3 48100.0 5
25 Male 2.66 1 7 6 3 52400.0 4
28 Female 2.69 0 3 2 0 43200.0 5
19 Male 2.58 1 2 9 5 52500.0 1
21 Male 2.91 0 9 6 2 64700.0 5
24 Male 2.67 4 3 5 4 47800.0 6
20 Female 3.1 2 8 2 2 38300.0 9
29 Female 3.55 3 4 10 2 30400.0 9
22 Male 3.35 0 5 1 3 67600.0 10
25 Female 2.59 3 8 7 0 43400.0 3
29 Female 3.06 3 5 4 0 58300.0 8
27 Male 3.68 2 10 7 0 60400.0 8
20 Female 2.14 4 2 5 2 46600.0 9
21 Male 2.16 4 6 1 2 48800.0 1
26 Female 3.11 1 7 5 5 50200.0 5
24 Female 3.28 4 1 4 1 62100.0 5
18 Female 2.42 2 10 1 4 37800.0 7
29 Female 3.49 3 9 10 1 47000.0 8
21 Male 3.29 0 6 2 5 54400.0 7
21 Female 3.85 0 4 9 4 54700.0 6
26 Male 2.34 4 2 1 1 59300.0 4
23 Male 3.5 1 9 10 1 30100.0 9
26 Female 2.17 0 6 4 1 45100.0 2
29 Female 3.13 1 9 8 1 56100.0 6
23 Female 3.1 0 2 5 2 30500.0 10
23 Male 2.78 1 5 10 4 76300.0 6
22 Female 3.69 1 6 7 5 26800.0 4
22 Female 2.01 3 5 2 1 33000.0 3
19 Male 3.04 2 6 4 1 39300.0 3
25 Male 2.43 0 3 4 5 37600.0 2
25 Male 3.49 4 9 1 0 57500.0 3
28 Male 2.09 2 2 8 2 51300.0 4
18 Other 3.66 3 2 3 3 36700.0 10
25 Female 3.68 3 5 4 0 81100.0 4
22 Female 3.67 3 10 2 5 61300.0 10
19 Other 2.31 4 3 10 3 53900.0 7
19 Male 3.26 0 2 5 1 60800.0 4
23 Female 2.03 0 6 5 4 56000.0 9
28 Male 3.7 1 6 3 3 52900.0 8
26 Female 3.45 1 7 8 3 57600.0 1
18 Male 3.06 1 4 1 3 49400.0 10
29 Female 3.46 4 8 2 4 60100.0 1
23 Male 2.19 2 3 1 0 51200.0 6
26 Male 3.06 0 10 6 2 45800.0 4
25 Female 2.58 1 1 4 4 74500.0 10
28 Male 3.95 4 5 10 0 51300.0 6
23 Female 3.71 4 6 1 1 46300.0 9
20 Male 3.47 1 3 7 0 37100.0 10
25 Female 3.87 3 2 9 3 35000.0 5
26 Male 2.69 3 3 5 0 50700.0 8
18 Male 3.8 3 3 7 0 44600.0 2
29 Male 2.65 1 7 4 1 38900.0 8
26 Male 3.47 4 1 4 1 69400.0 8
23 Male 3.47 4 4 4 0 65600.0 2
23 Male 2.04 0 3 5 4 35100.0 7
29 Male 2.72 3 10 8 1 44800.0 8
21 Male 2.04 1 7 4 3 25700.0 7
18 Female 3.99 0 1 7 4 42600.0 6
27 Female 2.24 4 8 9 5 39800.0 3
25 Male 3.09 0 10 6 0 47600.0 3
19 Female 3.58 3 7 4 5 36700.0 8
29 Female 2.4 2 8 5 3 25000.0 4
18 Male 2.97 3 8 8 3 41700.0 10
19 Female 3.21 3 9 4 4 68900.0 8
18 Male 2.32 1 1 4 0 40500.0 10
18 Female 3.56 2 9 7 3 79100.0 6
26 Male 2.6 2 1 6 5 37400.0 3
18 Female 2.42 2 3 1 5 51200.0 10
21 Female 3.12 4 7 9 1 54800.0 2
27 Male 2.82 0 8 5 1 34400.0 1
23 Male 3.84 4 5 10 4 25200.0 4
24 Other 3.76 2 1 2 1 66300.0 8
19 Male 2.97 1 3 5 2 66400.0 4
23 Female 2.72 3 7 8 0 70900.0 8
24 Female 2.65 3 2 6 3 37700.0 8
27 Female 2.54 4 2 8 3 55500.0 1
27 Female 3.09 4 9 5 4 50600.0 6
19 Female 3.61 1 6 4 4 48500.0 10
19 Female 2.62 3 4 10 3 44200.0 8
27 Male 2.38 4 10 3 1 61600.0 8
24 Male 2.95 0 9 2 4 89400.0 1
29 Male 2.14 4 7 9 2 54200.0 8
18 Other 3.4 4 7 1 4 52700.0 9
25 Female 3.04 2 8 10 1 40200.0 6
28 Male 2.99 0 3 2 0 60100.0 7
20 Female 2.6 0 2 6 2 25000.0 6
28 Female 3.81 1 1 6 4 45000.0 5
23 Male 2.18 2 2 1 0 55500.0 1
26 Female 3.74 0 3 8 0 53700.0 2
23 Male 2.75 2 5 4 5 48600.0 10
26 Female 3.76 2 8 7 3 25000.0 2
24 Male 3.46 3 3 10 1 72400.0 9
26 Female 2.21 0 7 9 3 53400.0 6
19 Female 3.66 3 5 2 5 49700.0 3
29 Male 3.36 4 5 7 1 68900.0 3
25 Other 2.06 4 8 1 5 68100.0 10
25 Female 2.27 3 10 3 0 46800.0 10
19 Male 3.27 4 5 4 4 46100.0 2
29 Male 3.33 3 10 3 1 57100.0 7
21 Female 3.49 1 7 8 1 68500.0 1
28 Male 3.44 2 10 7 0 64800.0 1
24 Male 3.32 1 8 3 2 35500.0 10
28 Male 3.53 0 8 7 0 33700.0 3
21 Male 3.15 1 3 2 5 37000.0 1
21 Female 2.52 1 4 3 0 58200.0 3
23 Male 3.82 4 8 7 1 44200.0 9
27 Male 2.04 3 5 10 0 57500.0 7
23 Male 2.73 0 1 5 3 30500.0 9
27 Male 3.46 4 7 9 0 37600.0 7
20 Female 2.85 0 3 8 4 57400.0 9
26 Male 2.05 2 2 6 0 26800.0 3
29 Other 2.13 3 10 4 0 76700.0 7
27 Female 3.3 4 5 3 4 66700.0 6
28 Male 3.93 1 1 6 2 70800.0 2
19 Female 3.1 2 9 9 2 61500.0 6
23 Male 3.01 1 10 5 2 25000.0 3
29 Female 2.64 0 5 7 3 66900.0 2
24 Other 2.51 2 6 7 4 60900.0 5
29 Male 2.04 4 7 7 3 45000.0 5
26 Male 2.55 1 9 9 3 43200.0 2
20 Female 2.9 1 5 2 5 61700.0 3
27 Male 2.4 0 4 8 3 26200.0 8
20 Male 2.17 0 3 2 4 63800.0 5
24 Male 3.44 3 5 1 1 40300.0 8
21 Male 3.79 3 10 10 1 52500.0 10
25 Female 3.87 0 10 6 2 53000.0 4
24 Male 3.24 3 3 2 3 29700.0 4
22 Male 2.11 1 5 5 2 25800.0 6
24 Female 3.48 0 8 1 3 53700.0 10
20 Male 2.22 2 2 7 2 49200.0 5
29 Male 3.34 0 4 1 0 54200.0 5
19 Female 3.56 4 8 8 4 34800.0 9
23 Male 3.45 4 5 5 3 63100.0 6
19 Female 3.9 0 8 5 5 68200.0 3
20 Female 3.48 2 6 3 3 45900.0 4
23 Male 3.39 0 1 2 3 32700.0 9
22 Female 2.52 2 5 6 4 41500.0 6
25 Male 3.85 1 10 4 0 54400.0 8
26 Male 2.36 1 2 10 1 56700.0 7
28 Female 3.81 2 7 4 4 79300.0 1
20 Female 2.63 3 10 6 0 62300.0 1
29 Male 2.26 1 4 2 2 46200.0 10
27 Female 3.65 4 2 2 3 58000.0 7
20 Female 2.0 0 1 10 3 55000.0 2
20 Other 3.66 3 5 10 1 50700.0 9
23 Female 2.52 4 10 4 2 74900.0 10
18 Male 3.77 0 8 6 0 40600.0 9
24 Male 3.38 4 8 2 2 59000.0 2
29 Female 3.33 3 10 7 2 58700.0 9
18 Male 2.73 2 2 8 1 77300.0 9
22 Female 2.12 0 6 9 0 25000.0 10
27 Male 3.66 4 7 6 1 68200.0 6
25 Male 2.34 4 10 2 0 33400.0 5
21 Male 2.74 3 1 6 4 27000.0 10
22 Other 3.2 3 5 8 4 35800.0 2
21 Male 2.96 3 6 10 3 27800.0 6
29 Female 2.4 2 7 1 1 67800.0 9
29 Male 2.28 1 9 6 4 74200.0 3
21 Male 2.25 4 3 1 5 39400.0 3
29 Male 3.73 2 8 6 2 46900.0 4
25 Female 2.06 4 10 10 2 67000.0 10
19 Male 3.95 2 3 4 4 75100.0 4
18 Male 2.4 0 9 3 1 52300.0 1
20 Male 2.22 1 8 3 3 43400.0 2
26 Male 3.15 4 9 4 2 28700.0 6
21 Other 2.16 3 5 3 3 32000.0 5
27 Female 3.2 1 9 9 2 74400.0 10
22 Male 3.7 4 3 4 0 32200.0 4
19 Female 2.1 0 7 1 4 55900.0 10
21 Female 3.6 4 3 4 1 46400.0 9
19 Male 2.79 4 6 1 2 44800.0 2
19 Female 2.32 4 8 10 4 26700.0 8
21 Female 2.35 1 2 10 3 46700.0 4
23 Male 3.84 4 8 3 1 74500.0 9
24 Male 2.22 3 1 4 1 49800.0 4
27 Other 3.73 2 4 4 4 58500.0 2
20 Female 3.09 3 7 9 4 27900.0 6
20 Male 2.08 0 1 6 4 48300.0 9
27 Male 2.93 1 6 3 0 47200.0 7
23 Male 3.63 2 10 7 0 48200.0 1
29 Female 3.45 1 6 4 1 56500.0 9
20 Female 2.98 1 7 7 4 53700.0 6
19 Other 3.72 4 9 2 5 35200.0 9
25 Male 2.24 3 7 7 5 39000.0 2
22 Female 3.82 2 3 8 0 50000.0 7
18 Female 3.69 4 4 7 1 81800.0 8
20 Male 3.42 2 1 6 2 38700.0 8
27 Male 3.64 3 5 4 5 43000.0 5
25 Other 3.09 4 7 9 4 45000.0 7
21 Female 3.35 2 3 1 0 55000.0 7
24 Female 3.12 4 6 5 1 64400.0 3
27 Female 2.71 1 3 1 4 55800.0 2
29 Male 3.14 0 4 10 1 34500.0 5
19 Female 2.51 2 5 1 2 59400.0 4
24 Female 2.88 3 6 6 5 72800.0 8
22 Female 2.56 2 6 6 1 50700.0 5
22 Other 2.25 0 1 7 1 46100.0 9
23 Female 2.64 2 8 10 2 76300.0 7
26 Male 3.7 2 3 9 3 30300.0 1
23 Female 2.76 2 4 6 4 52000.0 2
29 Male 3.5 3 8 2 2 55300.0 8
25 Male 2.35 0 5 4 5 54400.0 10
24 Male 2.85 0 6 9 2 59600.0 8
26 Male 2.23 3 1 2 5 32400.0 2
21 Female 2.28 2 8 7 4 46000.0 7
19 Female 3.23 2 5 4 5 44300.0 8
24 Female 3.21 0 1 10 1 33200.0 4
23 Female 2.43 2 7 6 0 28300.0 3
18 Male 2.95 1 2 1 4 69000.0 10
28 Female 3.73 2 6 8 2 52400.0 9
26 Male 2.35 2 3 6 1 35900.0 2
26 Male 2.04 4 6 7 5 35900.0 3
29 Female 3.3 0 9 6 3 49500.0 8
19 Male 2.11 0 6 7 1 63700.0 2
20 Male 3.96 1 1 5 0 36800.0 5
22 Female 3.22 1 6 3 1 58400.0 10
22 Female 2.94 1 3 6 0 71700.0 8
18 Male 2.86 0 4 10 3 58200.0 7
25 Other 3.15 4 4 9 3 37900.0 4
29 Female 2.18 4 9 6 1 48300.0 10
25 Female 3.86 3 8 9 4 45500.0 9
21 Male 3.25 0 7 2 4 42900.0 2
24 Female 2.37 3 5 1 4 49700.0 7
28 Female 3.13 2 10 4 5 42200.0 7
27 Female 2.27 1 4 5 5 35900.0 7
20 Female 2.04 3 3 10 3 56900.0 7
23 Male 3.26 3 1 7 0 64100.0 5
27 Male 3.3 0 9 8 5 65500.0 1
27 Male 3.17 1 8 1 5 34700.0 4
29 Male 2.37 1 1 6 2 65100.0 5
26 Female 3.21 4 2 1 1 73900.0 10
18 Male 2.11 3 1 8 5 34300.0 4
22 Other 3.22 4 1 1 5 36600.0 7
21 Female 3.11 3 9 4 0 31100.0 2
25 Male 3.31 0 5 3 2 33500.0 2
28 Male 3.79 0 3 2 3 71400.0 2
29 Female 3.7 2 2 8 2 36400.0 10
18 Other 3.96 3 8 6 3 60700.0 3
26 Male 3.95 3 8 4 3 26900.0 5
23 Male 3.54 1 6 3 5 29600.0 10
21 Female 3.91 1 2 6 5 38000.0 9
29 Female 3.73 4 1 6 5 58700.0 3
26 Male 3.46 2 6 5 0 47000.0 6
28 Female 2.15 0 1 3 4 49000.0 6
22 Male 2.1 3 6 10 4 38200.0 6
22 Male 3.68 4 10 9 0 41800.0 5
29 Male 2.98 2 2 6 1 32800.0 2
22 Male 3.63 1 7 5 3 60300.0 1
18 Male 2.63 2 10 7 1 55200.0 5
18 Female 2.8 4 2 1 3 45500.0 8
25 Male 3.4 0 2 7 5 45000.0 10
29 Male 3.83 1 6 1 3 54100.0 5
25 Male 2.18 1 4 9 5 64200.0 3
29 Other 3.72 0 6 6 4 40400.0 3
23 Male 3.59 1 8 7 4 60100.0 2
29 Male 2.63 4 10 7 3 40400.0 7
28 Female 2.71 1 3 1 5 46500.0 2
21 Other 2.09 3 5 2 4 47100.0 6
19 Male 2.03 2 5 10 4 66700.0 8
19 Female 2.95 4 10 3 5 42700.0 8
26 Female 2.19 0 9 8 2 25000.0 2
22 Female 2.39 4 7 9 2 35500.0 6
21 Male 3.69 3 9 8 5 79200.0 3
27 Female 3.14 1 8 6 3 25200.0 9
18 Male 3.27 1 3 2 4 25000.0 3
24 Female 2.37 4 2 2 2 62100.0 1
20 Female 3.66 1 3 10 1 60300.0 9
23 Male 3.74 1 6 7 3 44500.0 8
22 Female 3.05 3 10 9 3 57900.0 2
22 Male 3.83 0 4 6 1 43400.0 10
28 Female 3.69 2 1 1 3 35400.0 10
22 Male 3.46 4 10 9 4 75500.0 3
18 Male 3.47 0 10 7 2 40000.0 7
18 Male 2.21 2 9 3 0 29800.0 6
20 Female 2.54 0 6 2 2 25000.0 8
29 Male 2.13 4 1 3 5 69700.0 10
27 Male 2.02 3 3 2 1 52600.0 5
21 Male 2.32 3 1 10 0 62600.0 5
22 Female 3.76 3 9 2 5 77900.0 2
19 Female 2.48 0 4 4 5 42400.0 6
25 Male 3.94 4 2 6 4 81800.0 5
28 Male 3.19 1 4 3 4 48200.0 9
28 Male 2.47 1 2 9 2 51100.0 3
19 Male 2.99 3 6 5 3 71000.0 5
26 Male 2.44 0 6 5 5 50600.0 3
19 Female 3.97 1 7 7 3 62500.0 9
26 Male 3.69 0 9 9 1 42800.0 9
24 Male 2.05 4 9 1 3 56000.0 10
25 Male 3.9 3 4 9 4 71000.0 7
28 Other 3.44 2 9 2 0 59000.0 1
19 Female 2.16 3 8 3 5 43800.0 9
24 Female 3.34 2 1 5 2 51200.0 9
29 Male 3.29 1 7 10 2 43900.0 10
23 Male 2.44 2 7 4 2 48800.0 5
21 Male 3.52 0 10 5 3 72600.0 2
24 Male 2.17 2 4 10 0 52000.0 1
21 Female 2.98 1 7 5 3 62900.0 2
19 Female 2.02 1 10 5 3 57500.0 4
27 Female 3.94 3 10 10 5 69500.0 4
29 Female 3.5 1 5 10 4 34300.0 1
24 Male 2.32 0 5 10 5 53100.0 8
25 Female 2.68 2 5 5 4 77800.0 10
19 Male 2.32 4 6 2 5 40200.0 8
22 Male 3.53 1 7 1 5 82800.0 8
18 Female 2.12 2 5 10 3 37300.0 5
24 Male 3.68 3 9 8 5 45900.0 10
25 Male 3.88 4 9 3 1 62100.0 2
23 Male 3.35 3 7 7 1 52300.0 4
22 Female 2.43 0 10 8 1 25000.0 1
23 Female 2.72 3 3 6 5 56100.0 10
19 Male 2.95 2 4 6 3 52000.0 1
18 Female 3.21 4 4 3 0 41900.0 10
24 Male 3.34 3 7 9 1 46200.0 3
24 Male 3.11 3 2 3 4 25000.0 4
27 Female 2.7 0 5 5 2 41800.0 3
28 Female 3.78 2 4 6 2 60900.0 3
27 Other 2.16 3 10 1 3 52600.0 8
19 Male 2.93 2 9 9 2 65200.0 4
19 Female 3.55 1 1 7 3 77900.0 3
18 Female 2.12 0 10 1 2 37600.0 9
27 Female 3.41 0 3 6 0 36700.0 1
25 Male 3.64 0 6 7 0 64300.0 8
25 Female 3.32 2 4 5 0 47700.0 5
18 Female 2.03 3 3 5 0 47300.0 8
29 Male 2.36 3 6 7 1 90600.0 10
28 Male 2.68 2 3 3 4 68700.0 3
25 Male 2.47 2 7 3 0 52400.0 6
26 Female 3.93 1 1 1 5 57700.0 7
21 Female 3.3 4 9 8 1 53200.0 8
18 Female 2.59 4 10 2 3 30300.0 7
18 Female 3.86 0 2 3 2 55300.0 7
20 Female 3.48 3 4 7 2 47900.0 2
22 Male 2.57 0 6 10 1 40200.0 3
22 Male 2.76 3 6 10 5 44300.0 6
26 Female 2.4 3 8 8 5 31300.0 3
27 Male 3.94 1 8 9 2 26900.0 9
29 Male 3.03 2 4 8 5 39600.0 9
19 Female 3.79 2 6 7 0 37400.0 6
19 Male 2.69 2 9 10 2 78800.0 1
23 Male 3.72 4 7 1 0 71100.0 1
26 Male 2.11 2 8 1 0 43200.0 4
18 Male 3.96 4 8 8 2 57900.0 10
26 Female 3.82 0 2 7 1 49900.0 8
26 Female 2.73 4 7 2 3 42000.0 3
26 Female 3.55 3 3 9 1 35900.0 4
22 Male 3.5 1 7 10 4 45200.0 6
26 Female 3.8 1 2 7 4 42800.0 9
28 Female 2.61 3 1 9 0 47700.0 4
21 Female 2.93 0 9 1 0 80800.0 3
19 Male 3.73 1 10 3 1 48600.0 10
23 Female 3.56 3 10 10 1 31300.0 10
21 Female 2.79 1 1 2 0 47000.0 9
23 Female 3.69 4 1 6 5 67500.0 7
20 Female 2.09 1 3 10 3 80600.0 9
23 Male 3.56 4 1 4 3 29700.0 10
19 Female 2.41 4 7 2 4 50700.0 6
19 Male 2.57 1 7 2 5 55400.0 4
26 Female 2.99 1 8 6 3 65100.0 5
24 Male 2.9 4 2 9 2 47400.0 10
20 Male 3.04 1 7 6 0 50100.0 2
28 Male 3.09 0 9 4 1 43700.0 3
18 Female 2.66 2 10 9 0 30400.0 5
25 Male 2.35 2 5 2 2 64200.0 3
23 Female 3.54 3 10 6 3 35700.0 3
24 Female 2.8 2 3 7 0 26500.0 9
26 Male 3.01 0 9 3 2 43000.0 4
22 Male 3.29 2 1 4 5 25000.0 4
18 Male 3.82 2 3 7 3 43900.0 1
29 Female 3.42 0 2 9 4 43100.0 7
27 Female 2.09 4 2 5 5 48600.0 10
24 Male 3.68 2 3 2 4 42800.0 9
22 Male 3.98 3 10 8 4 50800.0 8
20 Female 2.94 2 7 9 5 78100.0 2
29 Female 3.94 2 6 2 2 25000.0 6
26 Female 3.09 0 9 10 2 72900.0 10
18 Female 2.92 0 10 10 1 28400.0 10
18 Male 2.66 3 10 1 1 56800.0 5
18 Male 3.32 1 3 4 4 69100.0 8
20 Male 2.46 0 5 1 0 47100.0 1
29 Male 2.21 1 9 1 3 53000.0 9
23 Male 2.05 3 3 5 1 61000.0 9
27 Male 2.58 2 8 7 3 65700.0 7
28 Male 2.79 2 9 3 5 32400.0 8
20 Female 3.1 1 7 7 0 56300.0 9
25 Female 2.59 3 6 5 4 49100.0 5
27 Female 3.97 3 6 10 3 57400.0 2
19 Female 2.58 0 6 8 5 57300.0 1
26 Male 2.88 1 5 7 4 49100.0 5
20 Female 2.21 0 7 1 3 50200.0 8
22 Male 2.52 1 7 1 0 58100.0 10
27 Female 2.1 0 7 7 1 43300.0 4
25 Male 3.12 0 3 6 2 61400.0 4
19 Other 3.5 3 6 9 4 38900.0 4
23 Male 2.39 3 9 8 1 79800.0 8
29 Male 2.74 2 9 6 3 57300.0 7
22 Female 2.03 2 4 6 5 53800.0 1
27 Male 3.68 3 9 9 5 41500.0 10
26 Female 3.56 3 2 4 1 48200.0 6
29 Female 2.13 0 8 9 2 56400.0 4
22 Female 2.73 2 2 8 4 68600.0 2
19 Other 3.91 3 5 3 4 32800.0 3
22 Other 2.78 1 6 4 1 29800.0 4
29 Male 3.05 1 2 7 0 43100.0 10
21 Female 2.71 2 9 3 3 44000.0 7
28 Female 3.19 1 6 3 1 43400.0 1
24 Female 3.96 0 8 8 0 57200.0 1
23 Male 4.0 2 4 5 4 53500.0 3
19 Female 3.55 3 3 5 3 46500.0 2
29 Other 2.81 1 4 8 4 70400.0 3
28 Female 2.99 0 1 6 2 84500.0 3
28 Male 2.71 3 1 5 5 58200.0 1
22 Male 3.97 4 8 1 0 56700.0 6
24 Male 3.42 0 1 5 2 51100.0 8
28 Female 2.9 1 5 8 2 33300.0 5
24 Female 2.02 0 10 9 2 64900.0 1
22 Male 3.04 4 9 6 0 46500.0 10
29 Male 3.97 4 3 10 3 49100.0 7
26 Male 3.05 0 10 3 4 52100.0 10
21 Male 2.36 3 2 8 3 32000.0 9
28 Female 2.04 3 5 5 5 69800.0 7
20 Female 2.71 4 2 2 3 62600.0 9
21 Male 3.84 2 10 1 3 37700.0 10
22 Female 3.99 2 1 8 4 34400.0 9
23 Male 3.89 3 9 2 4 38200.0 2
20 Other 3.46 2 10 3 0 38000.0 8
19 Male 3.12 3 9 9 5 33100.0 7
21 Male 3.18 1 1 1 1 54700.0 7
22 Male 3.08 3 4 8 4 54600.0 2
21 Female 3.41 1 5 2 4 31300.0 1
28 Female 2.84 4 2 8 5 80600.0 4
29 Female 3.34 2 9 2 1 35000.0 7
20 Male 2.24 4 9 7 4 25000.0 6
25 Male 2.53 0 9 3 3 59600.0 10
27 Male 3.67 0 8 4 5 49800.0 2
21 Female 3.81 4 6 1 4 44200.0 7
19 Male 3.08 3 1 10 0 52100.0 10
19 Female 2.06 3 10 1 4 49300.0 9
18 Female 3.85 2 5 10 1 60500.0 2
21 Female 3.4 4 8 8 3 47000.0 10
27 Male 2.83 0 4 8 1 42600.0 5
26 Male 3.2 4 8 2 5 53200.0 2
28 Male 2.86 4 6 4 4 61900.0 1
24 Female 2.93 2 1 2 4 48500.0 7
29 Female 3.77 3 1 8 0 49300.0 2
27 Male 2.32 0 3 7 3 69400.0 6
24 Male 2.21 2 1 7 4 50700.0 7
24 Female 2.01 0 4 10 0 28100.0 1
25 Female 2.63 0 3 3 0 51200.0 9
18 Male 2.29 3 7 5 1 50100.0 6
27 Female 2.44 3 9 1 3 53900.0 2
27 Male 2.02 2 7 10 2 53500.0 1
25 Male 2.45 1 5 4 5 50200.0 1
